date,day_of_week,meal_type,menu_category,expected_students,holiday,exam_day,actual_diners,prepared_portions,leftover_portions
2026-07-12,Sunday,Dinner,South Indian,481,False,False,303,481,178
2026-07-13,Monday,Breakfast,Standard,498,False,False,365,498,133
2026-07-13,Monday,Lunch,Biryani / Special,498,False,False,523,498,0
2026-07-13,Monday,Dinner,South Indian,498,False,False,450,498,48
2026-07-14,Tuesday,Breakfast,Biryani / Special,503,False,False,389,503,114
2026-07-14,Tuesday,Lunch,Standard,503,False,False,450,503,53
2026-07-14,Tuesday,Dinner,Biryani / Special,503,False,False,481,503,22
2026-07-15,Wednesday,Breakfast,Comfort Food,496,False,False,306,496,190
2026-07-15,Wednesday,Lunch,Standard,496,False,False,423,496,73
2026-07-15,Wednesday,Dinner,Continental,496,False,False,411,496,85
2026-07-16,Thursday,Breakfast,Standard,484,False,False,334,484,150
2026-07-16,Thursday,Lunch,Standard,484,False,False,398,484,86
2026-07-16,Thursday,Dinner,Continental,484,False,False,386,484,98
2026-07-17,Friday,Breakfast,Standard,515,False,False,376,515,139
2026-07-17,Friday,Lunch,Standard,515,False,False,458,515,57
2026-07-17,Friday,Dinner,Continental,515,False,False,443,515,72
2026-07-18,Saturday,Breakfast,Standard,496,False,False,278,496,218
2026-07-18,Saturday,Lunch,Standard,496,False,False,349,496,147
2026-07-18,Saturday,Dinner,Comfort Food,496,False,False,286,496,210
2026-07-19,Sunday,Breakfast,Comfort Food,498,True,False,109,498,389
2026-07-19,Sunday,Lunch,Standard,498,True,False,164,498,334
2026-07-19,Sunday,Dinner,Standard,498,True,False,159,498,339
2026-07-20,Monday,Breakfast,Biryani / Special,509,False,False,405,509,104
2026-07-20,Monday,Lunch,Biryani / Special,509,False,False,534,509,0
2026-07-20,Monday,Dinner,Standard,509,False,False,415,509,94
2026-07-21,Tuesday,Breakfast,Standard,511,True,False,196,511,315
2026-07-21,Tuesday,Lunch,South Indian,511,True,False,276,511,235
2026-07-21,Tuesday,Dinner,Continental,511,True,False,276,511,235
2026-07-22,Wednesday,Breakfast,South Indian,499,False,False,399,499,100
2026-07-22,Wednesday,Lunch,Continental,499,False,False,423,499,76
2026-07-22,Wednesday,Dinner,Comfort Food,499,False,False,386,499,113
2026-07-23,Thursday,Breakfast,Standard,506,False,False,334,506,172
2026-07-23,Thursday,Lunch,South Indian,506,False,False,479,506,27
2026-07-23,Thursday,Dinner,Comfort Food,506,False,False,376,506,130
2026-07-24,Friday,Breakfast,Comfort Food,499,True,False,203,499,296
2026-07-24,Friday,Lunch,Continental,499,True,False,288,499,211
2026-07-24,Friday,Dinner,Comfort Food,499,True,False,239,499,260
2026-07-25,Saturday,Breakfast,Continental,510,False,False,278,510,232
2026-07-25,Saturday,Lunch,Continental,510,False,False,367,510,143
2026-07-25,Saturday,Dinner,Standard,510,False,False,321,510,189
2026-07-26,Sunday,Breakfast,Standard,489,False,True,214,489,275
2026-07-26,Sunday,Lunch,South Indian,489,False,True,303,489,186
2026-07-26,Sunday,Dinner,Standard,489,False,True,243,489,246
2026-07-27,Monday,Breakfast,South Indian,501,False,False,352,501,149
2026-07-27,Monday,Lunch,South Indian,501,False,False,428,501,73
2026-07-27,Monday,Dinner,Continental,501,False,False,382,501,119
2026-07-28,Tuesday,Breakfast,Biryani / Special,486,False,False,351,486,135
2026-07-28,Tuesday,Lunch,Biryani / Special,486,False,False,511,486,0
2026-07-28,Tuesday,Dinner,Continental,486,False,False,393,486,93
2026-07-29,Wednesday,Breakfast,Comfort Food,497,False,False,334,497,163
2026-07-29,Wednesday,Lunch,Standard,497,False,False,444,497,53
2026-07-29,Wednesday,Dinner,Standard,497,False,False,417,497,80
2026-07-30,Thursday,Breakfast,Continental,490,False,False,309,490,181
2026-07-30,Thursday,Lunch,Biryani / Special,490,False,False,510,490,0
2026-07-30,Thursday,Dinner,South Indian,490,False,False,390,490,100
2026-07-31,Friday,Breakfast,South Indian,498,False,False,360,498,138
2026-07-31,Friday,Lunch,Standard,498,False,False,481,498,17
2026-07-31,Friday,Dinner,Standard,498,False,False,412,498,86
2026-08-01,Saturday,Breakfast,Continental,499,False,False,272,499,227
2026-08-01,Saturday,Lunch,Biryani / Special,499,False,False,395,499,104
2026-08-01,Saturday,Dinner,Comfort Food,499,False,False,292,499,207
2026-08-02,Sunday,Breakfast,Standard,497,False,False,233,497,264
2026-08-02,Sunday,Lunch,South Indian,497,False,False,323,497,174
2026-08-02,Sunday,Dinner,Comfort Food,497,False,False,244,497,253
2026-08-03,Monday,Breakfast,Continental,492,False,False,347,492,145
2026-08-03,Monday,Lunch,Biryani / Special,492,False,False,484,492,8
2026-08-03,Monday,Dinner,South Indian,492,False,False,425,492,67
2026-08-04,Tuesday,Breakfast,Continental,505,False,False,326,505,179
2026-08-04,Tuesday,Lunch,Standard,505,False,False,477,505,28
2026-08-04,Tuesday,Dinner,Biryani / Special,505,False,False,493,505,12
2026-08-05,Wednesday,Breakfast,Comfort Food,499,False,False,375,499,124
2026-08-05,Wednesday,Lunch,Standard,499,False,False,435,499,64
2026-08-05,Wednesday,Dinner,Biryani / Special,499,False,False,488,499,11
2026-08-06,Thursday,Breakfast,Biryani / Special,503,False,False,385,503,118
2026-08-06,Thursday,Lunch,Standard,503,False,False,433,503,70
2026-08-06,Thursday,Dinner,Standard,503,False,False,400,503,103
2026-08-07,Friday,Breakfast,Continental,492,True,False,199,492,293
2026-08-07,Friday,Lunch,Standard,492,True,False,284,492,208
2026-08-07,Friday,Dinner,South Indian,492,True,False,254,492,238
2026-08-08,Saturday,Breakfast,Comfort Food,512,False,False,241,512,271
2026-08-08,Saturday,Lunch,South Indian,512,False,False,404,512,108
2026-08-08,Saturday,Dinner,Biryani / Special,512,False,False,374,512,138
2026-08-09,Sunday,Breakfast,Standard,505,True,False,139,505,366
2026-08-09,Sunday,Lunch,South Indian,505,True,False,187,505,318
2026-08-09,Sunday,Dinner,Standard,505,True,False,136,505,369
2026-08-10,Monday,Breakfast,Continental,513,False,False,323,513,190
2026-08-10,Monday,Lunch,Comfort Food,513,False,False,424,513,89
2026-08-10,Monday,Dinner,Standard,513,False,False,395,513,118
2026-08-11,Tuesday,Breakfast,Biryani / Special,512,False,False,404,512,108
2026-08-11,Tuesday,Lunch,South Indian,512,False,False,483,512,29
2026-08-11,Tuesday,Dinner,Standard,512,False,False,414,512,98
2026-08-12,Wednesday,Breakfast,Standard,489,False,False,326,489,163
2026-08-12,Wednesday,Lunch,Standard,489,False,False,442,489,47
2026-08-12,Wednesday,Dinner,Standard,489,False,False,414,489,75
2026-08-13,Thursday,Breakfast,Comfort Food,503,False,False,376,503,127
2026-08-13,Thursday,Lunch,Biryani / Special,503,False,False,508,503,0
2026-08-13,Thursday,Dinner,Standard,503,False,False,411,503,92
2026-08-14,Friday,Breakfast,Standard,505,False,False,364,505,141
2026-08-14,Friday,Lunch,Standard,505,False,False,433,505,72
